주소,일자,언론사,제목,키워드
http://www.bigkinds.or.kr/news/newsDetailView.do?newsId=02100701.20160117044821696,20130312,헤럴드경제,'와신상담' 블리자드의 大반격 카드 '군단의 심장',"와신상담,블리자드,반격,카드,군단,심장,글로벌,게임사,블리자드,엔터테인먼트,블리자드,승부수,주인공,출시,3월,예고,스타크래프트2,군단,심장,군단,심장,스타크래프트2,자유,날개,확장팩,군단,심장,확장팩,설명,정도,대대적,변화,시도,유닛,종족,신규,밸런싱,조정,전략적,전투,유도,인터페이스,개선,유저들,게임,경험,소셜,강화,네트워크,대전,게임,특성,50명,가입,가능,클랜,신설,환경,승부,유저,자동,탐색,오로지,전투,집중,여건,e스포츠,대표,핵심,종목,공식,대회,진행,도움,리플레이,게임,복원,혼자,추가,시청자들,게임,몰입,배려,프로,아마추어,선수,자신,실력,도움,업계,군단,심장,완성도,매력적,콘텐츠,유저들,마음,블리자드,명성,재입증,동시,행보,활성화,e스포츠,활성,최고,호재,군단,심장,관심,추가,유닛들,종족간,상성,밸런싱,전투,영향,공개,유닛,군단,심장,흥행,좌우,막강,변수,전문가들,추가,유닛들,전반적,게임,밸런싱,완성도,신규,유닛,테란,화염기갑병,땅거미,지뢰,화염차,진화,화염기갑병,비용,대비,체력,보유,생체,유닛,설정,의료선,치료,길목,배치,최고,효율,발휘,중장갑,유닛,취약,이동시,화염차,변신,지뢰,경장갑,로봇,지뢰인,땅거미,은폐,고정,상태,공격,유닛,공중,지상,유닛,공격,공격,수비,활용도,공격,40초,쿨타임,소요,신중,판단,레벨,표시,케리건,모습,추가,육성,요소,군단,심장,특징,프로토스,모선핵,예언자,폭풍,선택,모선핵,능력,대규모,귀환,주변,유닛들,지정,연결체,소환,전략적,유용,은폐,잠복,유닛,탐지,막강,성능탓,부대,1대,부대,1대,생산,가능,예언자,펄서,광선,일꾼,처치,유닛,확인,유용,계시,능력,시공간,왜곡,이동속도,지장,폭풍,유닛,사정거리,보유,이동속도,비용,감수,마지막,살모사,군단숙주,충원,유저,인공지능,살모사,능력,비행,유닛,납치,능력,유닛,신속,효과적,처치,상대,사거리,제한,상대,구조물,체력,흡수,자신,에너지,전환,군단,숙주,공격,능력,15초,생명력,식충,생산,저비용,군단,형성,저그,특성,유닛,추가,유닛,전략적,전투,가능,군단,심장,자신,실력,게임,경기,경기,점수,화면,리플레이,모습,강화,리플레이,경기,운영,도움,전망,인공지능,10단계,난이도,구분,네트워크,대전,승부,난이,인공지능,플레이,스타일,빌드,설정,전격,급습,압박,타이밍,급습,설정,가능,싱글,플레이,실력,가능,대전모드,훈련,인공지능,상대,친선전,순위전,가지,방식,제공,초보자,훈련,인공지능,상대,정도,실력,유저,친선전,순위전,제격,군단,심장,실력,하드코어,유저,선호,게임,스타크래프트2,유저,실력,환경,마련,대전,모드,게임,사용자,지정,경험치,부여,레벨,인상적,한국,맞춤형,눈길,맞춤,부여,레벨,종족별,별도,설정,게임,화면,초상화,표기,레벨,종족,레벨,합산,수치,유저,종족,달성,레벨,문양,초상화,획득,육성,재미,만끽,유저들,네트워크,플레이,원활,소셜,e스포츠,염두,장치들,매력적,최대,가입,가능,클랜,신설,클랜,전용,대화,채널,클랜,정보,회원,목록,제공,클랜원,클랜,태그,제공,유대감,클랜,별도,자유,참여,친목,그룹,추가,군단,심장,종전,커뮤니티,매력,경험,전망,추가,유닛들,인기,정도,군단,심장,흥행,결정,가능성,플레이어,PC방,스타크래프트2,한국,유저,선호,동일,네트워크,접속,유저,자동,원활,환경,대전,가능,리플레이,e스포츠,종목,군단,심장,매력,파일,보유,사람,대전,플레이,래더,경기,운영,e스포츠,리그,도움,게임,복원,게임,혼자,친구,리플레이,공유,감상,e스포츠,활성,책임,군단,심장,블리자드,야심,군단,심장,부정,전설,스타크래프트,시리즈,방점,최고,수준,완성도,자랑,완벽,무장,군단,심장,시장,온라인,게임,e스포츠,시장,시장,글로벌,게임,변화"
http://www.bigkinds.or.kr/news/newsDetailView.do?newsId=02100601.20160124222710221,20130312,한국경제,뇌의 비밀을 알면 뇌가 깨어난다,"비밀,주의력,결핍,과잉,행동,장애,ADHD,자폐증,알츠하이머,파킨슨병,질환,원인,어려움,공통점,궁금증,정도,해소,해줄,행사,16일,세계,주간,세계,경북대,서울대,서울대병원,전국,주제,강연,시냅스,푼다,비밀,미국,선진국,시작,신경,연결,부위,시냅스,세계,주목,성과,연구단,100억,지원,기초과학연구원,IBS,신희섭,김은준,단장,연구단,강봉균,서울대,생명,공학부,교수,국가과학자,연간,연구비,지원,교수,단장,공동,자폐증,관여,유전자,발견,성과,세계,최고,학술지,네이처,생쥐,실험,신경,조직,형성,중요,역할,유전자,SHANK2,제거,자폐,현상이,발견,약물,치료법,제시,단장,신경세포,연결,다리,역할,시냅스,ADHD를,유전자,16일,전국,강연,주제,6000만,달러,사나이,바이오닉맨,무료,강연,주제,아이들,호기심,자극,테마들,행사,세계,주간,일반인,뇌과학,중요성,이해,미국,마련,주간,세계,최대,무료,과학,대중,강연,행사,발전,60여개국,3월,동시,진행,문화관,서울대,교수,신비,강좌,오우택,교수,통증을,장병탁,교수,인공지능,최석우,교수,공포,쾌락,강연,아주대,서울대병원,연세대,전국,무료,강좌를,진행,프로그램,일정,뇌학회,홈페이지,www.brainsociety.org,김태훈,한국,경제,구독,신청,온라인,기사,구매,서비스,한국,경제,모바일,한국경제신문"
http://www.bigkinds.or.kr/news/newsDetailView.do?newsId=02100601.20160124222739974,20130312,한국경제,3시간 배우면 초보도 금형 기술자,"3시간,초보,금형,기술자,금형산업,생산액,산업,진짜,뿌리,스마트,금형,수출,태크놀,염규용,화천,기계,로지센터장,제1전시장,경기,고양시,킨텍스,전시장,국제,금형,관련기기전,금형,트렌드,스마트,금형,한눈,확인,연장,21회,전시회,223개,대표,금형,업체,독일,일본,미국,위스,세계,개국,업체,참여,첨단,금형,부품,소재,금형가공,작기계,전시회,독일,유로몰드,EUROMOLD,중국,다이,앤드,몰드,차이나,Die&Mould,China,세계,3대,금형,전문,전시회,출품업체,출품업체,최대,규모,참가,화천기계,회장,권형렬,금형,가공,공정,자동,기기,스마트유에이,Smart,Ua,공개,기기,가공,자동화,솔루션,적용,CAM,컴퓨터,저장,정보,금형가공,조립,검사,제조,공정,관리,자동,방식,수치,연산,가공,금형,가공,공정,자동,기기,인공지능화,가공,자동,솔루션,CAM,원격,제어,소재,공구,측정,소재,수직,수평도,검사,소재,크기,불량,자동,인식,수행,박대유,화천기공,연구소,제어,소프트웨어,팀장,과거,금형가,공기기,운영,수치제어장치,3명,CAM,작업자,3명,평균,6개월,1년,1년,숙달,스마트유에이,3~4시,기계,사용법,숙달,비전문가,혼자,작동,인력,해결,청신호,24시간,동일,품질의,금형가공품,인력,가공,효율,남동공단,인천,논현동,사출금,업체,재영솔루텍,회장,김학권,자체,스마트,금형,설계,람데스,공개,2010년,3년,완성,람데스,금형제품,설계,데이터,기하학,요소,핀과,볼트,크기,냉각,증기,간섭,현상,디지털화,자동설,인공,지능,금형,연구원,김봉관,재영솔루텍,발생,금형,설계,결과,오류,소재,기초,금형,크기,자동,연산,사출,전송,신입사원,람데스,이용,오차,강조,16일,전시회,첫날,1만,관람객,관심도,행사,주최,한국금형공업협동조합,이사장,박순황,30%,수치,설명,이사장,박순환,금형조합,한국,금형,25억,달러,수출,사상,최대,기록,경쟁력,입증,전시회,중소업,금형,트렌드,발굴,판로,다변화,동력,고양,은정진,한국,경제,구독,신청,온라인,기사,구매,서비스,한국,경제,모바일,한국경제신문"
http://www.bigkinds.or.kr/news/newsDetailView.do?newsId=02100601.20160124222556402,20130312,한국경제,"넥슨, '프로야구 2K' 2차테스트 콘텐츠 보라","넥슨,프로,야구,2K,2차,테스트,콘텐츠,보라,야구,계절,본격적,개막,프로,야구,시즌,온라인,야구,게임,프로야구2,막바지,담금,시작,넥슨,대표,서민,서울,삼성동,코엑스,인터컨티넨탈,호텔,기자간담회,소프트웨어,유명,게임,업체,테이크투,인터렉티브,스포츠,자회사,2K,공동,프로야구2,온라인,야구,게임,프로,야구,시범,2차,비공개,클로즈드,베타,스트,콘텐츠,전격,공개,진행,시범테스트,2차,비공개,시범,테스트,11월,시범테스트,1차,비공개,시범,테스트,수렴,유저들,의견,적극,반영,콘텐츠,게임모드,확대,인공,AI,대결,유저들,승부,PVP,Player,Player,멀티플레이,모드,멀티플레이,모드,유저들,모드,순수,액션,관전,개입,가능,슈퍼,시뮬레이션,uper,Simulation,모드,체험,전략과,경기,운영,액션,플레이,요소,활용,진검,승부,1차,비공개,시범,테스트,모드,시뮬레이션,리그,페넌트레이스,모드,개선,경기,단축,작전,지시,액션,개입,예약,기능이,추가,속도감,게임,진행,가능,유저들,편의성,증대,스페이스바,버튼,타격,투구,제어,조작,옵션,상황판,User,Interface,개편,새롭,추가,이날,행사,방식,야구,하이라이트,TV,프로그램,차용,MBC,스포,플러스,김민아,아나운서,XTM,민훈기,야구,해설,위원,진행,게임과,실제,야구,접목,전문가적,해설,프로야구2,홍보모델,롯데,자이언츠,강민호,선수,메시지,영상,게임,해설,중계,민훈기,해설위원,이기호,캐스,녹음,현장,영상,공개,이정배,넥슨,런칭실,이정배,테스트,결과,바탕,실제,야구,야구팬,게임을,게임,유저,야구게임,완성,시범테스트,2차,비공개,시범,테스트,시즌,프로,야구,개막,정식,서비스,준비,예정,관심,부탁,2월,시작,2차,비공개,시범,테스터,모집,열흘,10만,유저들,참가,신청,관심,넥슨,테스트,참여,유저,정식,서비스,지속적,사용,가능,단명,선점,특권,부여,프로야구2,시범테스트,2차,비공개,시범,테스트,프로야구2,공식,웹사이트,nexon.com,박명기,pnet21,한경닷컴,게임톡,박명기,pnet21,naver.com넥슨,프로야구,야구,게임판"
http://www.bigkinds.or.kr/news/newsDetailView.do?newsId=07100501.20130312135215002,20130312,전자신문,스타2 '군단의 심장' 글로벌 출시…신유닛 만나라,"스타2,군단,심장,글로벌,출시,신유닛,나라,블리자드엔터테인먼트,스타크래프트2,군단,심장,세계,동시,출시,스타크래프트2,7월,스타크래프트,자유,날개,출시,출시,한국,미국,캐나다,유럽,러시아,호주,뉴질랜드,동남아시아,멕시코,칠레,브라질,대만,홍콩,마카오,구매,공식,홈페이지,방식,디지털,다운로드,구매,가능,중국,출시,일정,공개,예정,마이크,최고경영자,모하임,블리자드,군단,심장,스타크래프트2,요소,향상,케리건,중심,캠페인,멀티플레이어,유닛,소셜,스타크래프트2,군단,심장,자유,날개,스토리,종족,케리건,군단,노력,아크튜러스,맹스크,복수,표현,스토리,멀티,플레이,강화,테란,화염기갑병,군단숙주,프로토스,폭풍,유닛,추가,존재,유닛,능력,그룹,클랜,훈련,모드,모드,인공지능,대전,순위,압박,환경,제공,친선전,지역,플레이어들,대전,글로벌,플레이,업데이트,세분,통계,추적,업데이트,사용자,인터페이스,박진감,전투,물리,친구들,리플레이,리플레이,장면,군단,심장,플레이어,프로필,개인,온라인,특화,레벨,추가,다블리자드,디지털,보너스,아이템,다수,포함,군단,심장,소장판,지정,매장,한정,수량,판매,소장판,포함,디지털,혜택,버전,디지털,딜럭스,홈페이지,구매,가능,군단,심장,일반판,패키지,버전,디지털,다운로드,구매,플레이어,추가,결제,버전,디지털,딜럭스,업그레이드,군단,심장,소장판,게임,DVD,뒷이야기,DVDㆍ블루레이,사운드트랙,아트북,마우스,패드,포함,울트라리스크,외형,스타크래프트2,토라스크,초상화,문양,월드오브워크래프트,맹독충,애완동물,디아블로3,칼날,날개,깃발,인장,디지털,혜택,게임,아이템"
http://www.bigkinds.or.kr/news/newsDetailView.do?newsId=07100501.20130312204652015,20130312,전자신문,"넥슨, 야구 게임 시장에 출사표…스포츠 게임 명가에 도전한다","넥슨,시장,야구,게임,출사표,스포츠,게임,명가,도전,넥슨,게임,번째,야구,이달,피파온라인3,축구,게임,피파,온라인,흥행,야구,게임,프로,야구,스포츠,게임,선두,주자,자리,넥슨,대표,서민,자회사,네오플,2K스포츠,공동,프로야구2,온라인,야구,게임,프로,야구,공개,서비스,이달,시작,온라인,연동,스마트,게임,예정,프로야구2,세계적,인기,콘솔,게임,시리즈,바탕,온라인,게임,미국,테이크투,인터렉티브,자회사,스포츠,던전앤파이터,개발력,네오플,볼거리,선수들,야구,그래픽,선수,개개인,얼굴,골격,표정,투구,스윙폭,타격감,재현,몰입도,선수,투구,개별적,반영,모션캡처,방식,적용,인공지능,대결,사용자,대결,모드,PVP,멀티플레이,모드,순수,액션,관전,개입,가능,슈퍼,시뮬레이션,모드,개입,경기,도중,페넌트레이스,모드,개선,경기,단축,작전,지시,예약,액션,개입,예약,추가,속도감,넥슨,14일,23일,서비스,2차,비공개,시즌,프로,야구,정규,개막,30일,전후,공개,서비스,전환,계획,넥슨,상금,1억,공격적,마케팅,시작,기간,비공개,서비스,기간,선수,진루,퍼펙트,게임,달성,상금,수여,강신철,네오플,대표,야구,시즌,경쟁,치열,온라인,야구,게임,시장,넥슨,진출,긴장,교차,해외,2개국,수출,계약,서비스,안정화,현지,야구,시장,방침"
http://www.bigkinds.or.kr/news/newsDetailView.do?newsId=07100501.20130313115147002,20130313,전자신문,ERP도 DB도 뚝딱···모바일 프로젝트 자동화 솔루션 등장,"ERP,DB,등장,모바일,프로젝트,자동,솔루션,IT프로젝트,서버,프로그램,데이터베이스,DB,사용자,화면,별도,서버,프로그램,자바,전문,기술자,수행,영역,확보,고급,인력,인건비,부담,모바일,프로젝트,부담,원더풀소프트,대표,오현주,그래픽사용자화면,GUI,방식,디자,도구,요구,사항,정의,프로그램,서버,프로그램,DB,자동,비즈메이커,엔터프라이즈,12일,솔루션,GUI,방식,디자인,화면,프로그램,인공,지능,엔진,사용자,단말,실행,프로그램,서버,실행,비즈니스,로직,처리,프로그램,자동,생성,프로젝트,서버,프로그램,DB,프로그램,별도,어려움,비즈메이커,엔터프라이즈,배경,엔터프라이즈,비즈메이커,엔터프라이즈,업무,처리,로직,처리,방대한,데이터,대기업,공공,기관,업무,최적화,운용체계,OS,단말기,사용,모바일기업애플리케이션플랫폼,MEAP,장점,지원,HTML5,자바스크립트,XML,소스코드,추출,추가작업,가능,모바일,프로젝트,비교,생산성,비용,절감,효과,회사,설명,원더풀소프트,모바일,모바일,프로젝트,솔루션,적용,프로젝트,기간,70%,단축,70%,프로그램,설계,공정,자동,고급,개발인건비,감축,최대,80%,상무,정무,원더풀소프트,모바일,시장,급성장,납기,인력,모집,기업,어려움,비즈메이커,엔터프라이즈,본질적,해결,모바일,SW,산업,활성화,기여,원더풀소프트,모바일,프로젝트,최적화,비즈메이커,엔터프라이즈,일반,프로젝트,적용,가능,확대,계획"
http://www.bigkinds.or.kr/news/newsDetailView.do?newsId=02100101.20160125232715271,20130313,매일경제,삼성 `생체인식`으로 4세대 스마트폰 시대 연다,"삼성,생체,인식,4세대,스마트폰,시대,연다,수동적,반응,휴대폰,생각,사람,생체,반응,휴대폰,14일,7시,현지시간,미국,뉴욕시,공개,삼성전자,차세대,전략폰,S4,지능,기기,시대,촉매제,전작,S3,탑재,감성,개선,사람,미세,움직,파악,인공지능,두뇌,구실,핵심,코어,8개,스마트폰,세대,도약,평가,동영상,시청,전방,카메라,동영상,정지,아이포즈,Eye,Pause,위치,사용자,눈동자,파악,눈동자,추적,아이,스크롤,Eye,Scroll,비주얼,감성,Visual,Emotion,자극,6감,센서,주인,심신,상태,파악,헬스케어,탑재,생체인식,시대,예고,1~2년,스마트폰,수동,기기,전화,인터넷,활용,음악,감상,사람,터치,명령,행위,스마트폰,조작,하지만,주인,반응,기기,Responsive,Device,진화,모습,1세대,스마트폰,아이팩,컴팩사,제조,대표,PDA폰,personal,digital,assistants,phone,주소록,일정관리,전자책,업무,편의성,특징,하지만,사람,불편,호소,시작,소비자,크기,사용,불편,PDA폰,충실,선호,스마트폰,PDA,전화기능,스마트폰,개념,정립,업계,스마트폰,가능성,시작,개인,일정,데이터,관리,목적,PDA,통신기술,결합,동기화,등장,캐나다,리서치,모션,RIM,사실상,스마트폰,블랙베리,출시,블랙베리,특징,쿼티,자판,장착,쿼티,컴퓨터,자판,배열,글자,입력,이메일,일정,관리,편리,블랙베리,방대한,개인정보,관리,신속,정보,직장인들,비즈니스맨,인기,직장인들,의미,크랙베리,Crack-berry,별명,애플,하지만,아이폰,모습,안드로이드폰,등장,블랙베리,기능적,한계,시작,블랙베리,전자우편,집중,치명적,안드로이드,애플,스마트폰,이메일,처리,물론,앱스토어,소비자,특화,제공,스마트폰,OS,탑재,편리,기능들,시작,4세대,스마트폰,소프트웨어,측면,생체인식,강화,하드웨어,디스플레이,적용,웨어러블,Wearableㆍ,기기,진화,예상,스마트폰,형태,직사각형,안경,시계,형태,발전,전문가들,김대기,손유리"
http://www.bigkinds.or.kr/news/newsDetailView.do?newsId=02100101.20160125232559445,20130313,매일경제,삼성 `생체인식`으로 4세대 스마트폰 시대 연다,"삼성,생체,인식,4세대,스마트폰,시대,연다,수동적,반응,휴대폰,생각,사람,생체,반응,휴대폰,14일,현지시간,미국,공개,삼성전자,차세대,전략폰,S4,지능,기기,시대,촉매제,전작,S3,탑재,감성,개선,사람,미세,움직,파악,인공지능,두뇌,구실,핵심,코어,8개,스마트폰,세대,도약,평가,동영상,시청,전방,카메라,동영상,정지,아이포즈,Eye,Pause,위치,사용자,눈동자,파악,눈동자,추적,아이,스크롤,Eye,Scroll,비주얼,감성,Visual,Emotion,자극,6감,센서,주인,심신,상태,파악,헬스케어,탑재,생체인식,시대,예고,1~2년,스마트폰,수동,기기,전화,인터넷,활용,음악,감상,사람,터치,명령,행위,스마트폰,조작,하지만,주인,반응,기기,Responsive,Device,진화,모습,1세대,스마트폰,아이팩,컴팩사,제조,대표,PDA폰,personal,digital,assistants,phone,주소록,일정관리,전자책,업무,편의성,특징,하지만,사람,불편,호소,시작,소비자,크기,사용,불편,PDA폰,충실,선호,스마트폰,PDA,전화기능,스마트폰,개념,정립,업계,스마트폰,가능성,시작,개인,일정,데이터,관리,목적,PDA,통신기술,결합,동기화,등장,캐나다,리서치,모션,RIM,사실상,스마트폰,블랙베리,출시,블랙베리,특징,쿼티,자판,장착,쿼티,컴퓨터,자판,배열,글자,입력,이메일,일정,관리,편리,블랙베리,방대한,개인정보,관리,신속,정보,직장인들,비즈니스맨,인기,직장인들,의미,크랙베리,Crack-berry,별명,애플,하지만,아이폰,모습,안드로이드폰,등장,블랙베리,기능적,한계,시작,블랙베리,전자우편,집중,치명적,안드로이드,애플,스마트폰,이메일,처리,물론,앱스토어,소비자,특화,제공,스마트폰,OS,탑재,편리,기능들,시작,4세대,스마트폰,소프트웨어,측면,생체인식,강화,하드웨어,디스플레이,적용,웨어러블,Wearableㆍ,기기,진화,예상,스마트폰,형태,직사각형,안경,시계,형태,발전,전문가들,김대기,손유리"
http://www.bigkinds.or.kr/news/newsDetailView.do?newsId=02100601.20160124223535624,20130314,한국경제,"프로야구2K, '멀티플레이 모드' 최초 공개","프로야구2,멀티플레이,모드,공개,넥슨,대표,서민,인터렉티브,미국,유명,게임,업체,테이크투,소프트웨어,스포츠,자회사,2K,공동,프로야구,온라인,야구,게임,프로,야구,2K,시범,2차,비공개,클로즈드,베타,테스트,14일,23일,실시한,열흘,진행,열흘,테스트,유저들,간실시간,작전지시,액션,플레이,가능,멀티플레이,모드,멀티플레이,모드,유저들,100%,액션,플레이,대결,친선,PVP,Player,Pla,yer,모드,관전,개입,가능,슈퍼,시뮬레이션,Super,Simulation,모드,구성,인공지능,AI,연습,경기,지원,10개,구성,리그,매시간,자동,경기,패넌트레이스,경기,단축,야구,게임,초보,유저,조작,난이,옵션,추가,스페이스,투구,타격,가능,개편,넥슨,테스트,참여,유저들,기념,이벤트,테스트,기간,게임,플레이한,유저,특정,경기,게임머니,어빌리티,아이템,KBO,제공,미션,누적,기록,달성,30만,최대,KP,게임머니,구단,지원금,지급,기록,달성,이벤트,사전,테스,신청,모집,참여,유저들,SNS,미션,수행,이벤트,개인,SNS,프로야구2,홍보,유저,즉시,테스터,자격,부여,넥슨,런칭실,이정배,실장,테스트,멀티플레이,유저분들,대결,박진감,야구,재미,완성도,게임,이벤,혜택,프로야구2,2차,비공개,범테스트,프로야구2,공식,웹사이트,확인,박명기,pnet21,한경닷컴,게임톡,박명기,pnet21,naver.com넥슨,프로야구2,야구게임들,2차,CBT,참가자,모집,온라인,야구,게임,개막,맞이,스타,마케팅,치열넥슨,프로야구2,돌파,2차,CBT,신청자,넥슨,프로,야구,2K,2차,스트,콘텐츠,보라넥슨,프로,야구,2K,,선동열,구단"
http://www.bigkinds.or.kr/news/newsDetailView.do?newsId=01100201.20130314100000321,20130314,국민일보,[살며 사랑하며-김희성] 디지털 치매,"디지털,치매,디지털,치매,통역사,김희성,일본어,한밤중,휴대전화기,고장,전원,버튼,큰일,기계,고장,당장,정도,기분,전화번호,주문,것들,친구,약속,전화기,입력,예고,먹통,당황,전화번호,손가락,태블릿PC,카카오톡,연락망,확보,본인,확인,휴대전화,인증번호,휴대전화,문자,확인,한순간,불편,정도,바보,기분,다이어리,수첩,후회막급,슈퍼컴퓨터,장착,최첨단,인공,지능,로봇,깡통로봇,전락,사람,일본,주간지,기사,디지털,세대,사고력,가지,공감,스마트폰,대표,디지털,기기,사용,세대,특징,자판,요약,활자,글씨,세대,논리력,암기력,사고력,상상력,글씨,문장,구성,자판,활성,방식,발달,유리,글씨,기억,어버이날,선물,카드,고모,편지,머리,결국,이메일,기억,손가락,입력,정보,바다,피라미,월척,쌍끌이,주소,입력,세상,기계,혜택,스스로,스마트,실상,디지털,치매,걱정,정도,생각,기억,반편이,사람,기억,삭제,디지털,기기,편리,연필,생각,기억,자판,이참,삭제,정보"
http://www.bigkinds.or.kr/news/newsDetailView.do?newsId=01400701.20130314190718001,20130314,충청투데이,대전·충남지역을 식품산업 메카로,"대전,충남지역,식품,산업,메카로,세계,미래,석학,미래학자,미래,학자,데이토,교수,미래,식품,산업,항공우주산업,각광,식품산업,산업,경쟁,승리,전망,우리나라,식품산업,기준,142조,규모,고용,부가,가치,측면,중요성,강조,식품산업,융복합,중요성,차례,강조,캠든BRI,영국,식품,품질,안전,연구소,캠든,BRI,마틴,최고책임자,마틴,최고,책임자,웰빙,맞춤,식품,소비자들,요구,식품산업,융복합,필수,식품산업,유전공학,나노기술,융복합,강조,대전,충남지역,식품산업,요충지,발전,가능,대전,명실상부,우리나라,과학,메카,사통팔달,교통인프라,식품산업,과학,융합활동,교통중심지,물류,유통,허브역할,제격,충남지역,전국,23만,경작지,인구,전국,농어업,13%,39만,생산,종사,원료조달,15만,1000t,생산,10a,0.1,생산량,전국,최고,수준,채소류,생강,전국,생산량,11%,차지,축산물,한우,전국,15.7%,돼지,22.1%,18.5%,점유,전국,생산량,1,,정도,공급처,산지,안정적,공급기반,조성,유통비용,최소화,상품경쟁력,지리적,여건,대전충남지역,신선편,전처리,가공,업체,농공상,융합,기업,기업들,주산지,작목,안정적,공급,형성,정부,시설,운영,지원사업,활용,사업,확대,한국농수산식품유통공사,대전충남,지사,유관기관들,외식업체,수요처,알선,활동,매출신장,탄력,지자체,지역농업,식품산업,부가,가치,증대,고용확대,생산,제조,가공,외식산업,융복합,지역,식품,클러스터,육성,사업,진행,식품클러스터,선진국,푸드밸리,Food,Valley,대형,식품,업체,유관단체,지속적,연계,식품,산업,거점,육성,의미,양질,농산물,원료,이용,제품,생산,가공기술,마케팅,물류,유통,정보,자금,인력,종합적,유기적,투입,행정지원,병행,2008년,8월,식품,산업,진흥,시행,식품제조,외식업,지원사업,확대,충청남도,육성,지역,식품,산업,2014년,3농,혁신,생산,가공,유통,서비스,융합,6차,산업화,추진,대전시,확정,국제과학비즈니스벨트,거점,지역,인공지능,생명과학,나노기술,신기술,재료,발전,노력,환경속,지자체,유관기관,융합네트워크,구축,협력,산지,대전충남지역,물류,중심,지리적,활용,발전,가능,과학벨트,활용,식품R&D사업,식품산업,지역,미래성장,산업,육성,식품산업,메카,자리매김"
http://www.bigkinds.or.kr/news/newsDetailView.do?newsId=01400701.20160204045135221,20130314,충청투데이,대전·충남지역을 식품산업 메카로,"대전,충남지역,식품,산업,메카로,세계,미래,석학,미래학자,미래,학자,데이토,교수,미래,식품,산업,항공우주산업,각광,식품산업,산업,경쟁,승리,전망,우리나라,식품,산업,기준,142조,규모,고용,부가,가치,측면,중요성,강조,식품산업,융복합,중요성,차례,강조,캠든BRI,영국,식품,품질,안전,연구소,캠든,BRI,마틴,최고책임자,마틴,최고,책임자,웰빙,맞춤,식품,소비자들,요구,식품산업,융복합,필수,식품산업,유전공학,나노기술,융복합,강조,대전,충남지역,식품산업,요충지,발전,가능,대전,명실상부,우리나라,과학,메카,사통팔달,교통인프라,식품산업,과학,융합활동,교통중심지,물류,유통,허브역할,제격,충남지역,전국,23만,경작지,인구,전국,농어업,13%,39만,생산,종사,원료조달,15만,1000t,생산,10a,0.1,생산량,전국,최고,수준,채소류,생강,전국,생산량,11%,차지,축산물,한우,전국,15.7%,돼지,22.1%,18.5%,점유,전국,생산량,1,,정도,공급처,산지,안정적,공급기반,조성,유통비용,최소화,상품경쟁력,지리적,여건,대전충남지역,신선편,전처리,가공,업체,농공상,융합,기업,기업들,주산지,작목,안정적,공급,형성,정부,시설,운영,지원사업,활용,사업,확대,한국농수산식품유통공사,대전충남,지사,유관기관들,외식업체,수요처,알선,활동,매출신장,탄력,지자체,지역농업,식품산업,부가,가치,증대,직ㆍ,고용,확대,생산,제조,가공,외식산업,융복합,지역,식품,클러스터,육성,사업,진행,식품클러스터,선진국,푸드밸리,Food,Valley,대형,식품,업체,유관단체,지속적,연계,식품,산업,거점,육성,의미,양질,농산물,원료,이용,제품,생산,가공기술,마케팅,물류,유통,정보,자금,인력,종합적,유기적,투입,행정지원,병행,식품산업진흥법,8월,식품,산업,진흥,시행,식품제조,외식업,지원사업,확대,충청남도,육성,지역,식품,산업,2014년,3농,혁신,생산,가공,유통,서비스,융합,6차,산업화,추진,대전시,확정,국제과학비즈니스벨트,거점,지역,인공지능,생명과학,나노기술,신기술,재료,발전,노력,환경속,지자체,유관기관,융합네트워크,구축,협력,산지,대전충남지역,물류,중심,지리적,활용,발전,가능,과학벨트,활용,식품R&D사업,식품산업,지역,미래성장,산업,육성,식품산업,메카,자리매김"
http://www.bigkinds.or.kr/news/newsDetailView.do?newsId=02100701.20160117050707822,20130314,헤럴드경제,'프로야구2K' 2차 비공개 시범테스트 시작,"프로야구2,2차,비공개,시범,테스트,시작,넥슨,대표,서민,미국,유명,게임,업체,테이크투,인터렉티브,소프트웨어,스포츠,자회사,2K,공동,프로야구2,온라인,야구,게임,프로,야구,시범,2차,비공개,클로즈드,베타,테스트,14일,23일,열흘,진행,열흘,테스트,유저들,실시간,작전,지시,액션,플레이,가능,멀티플레이,모드,멀티플레이,모드,유저들,100%,액션,플레이,대결,친선,PVP,Player,Player,모드,관전,개입,가능,슈퍼,시뮬레이션,Super,Simulation,모드,구성,인공지능,AI,연습,경기,지원,유저,구성,리그,매시간,자동,경기,패넌트레이스,모드,경기,단축,야구,게임,초보,유저,조작,난이,옵션,추가,스페이스,투구,타격,가능,개편,넥슨,테스트,참여,유저들,기념,이벤트,테스트,기간,게임,플레이,유저,특정,경기,게임머니,어빌리티,아이템,KBO,제공,미션,누적,기록,달성,30만,최대,KP,게임머니,구단,지원금,지급,기록,달성,이벤트,사전,테스터,모집,신청,참여,유저들,SNS,미션,수행,이벤트,SNS,프로야구2,홍보,유저,자격,즉시,테스터,부여,넥슨,런칭실,이정배,실장,테스트,멀티플레이,모드,유저분들,대결,박진감,야구,재미,완성도,게임,이벤트,혜택,프로야구2,시범테스트,2차,비공개,시범,테스트,프로야구2,공식,웹사이트,nexon.com,확인"
